Question,Relevant Documents
Ai chịu trách nhiệm phê duyệt và kiểm tra chuẩn đầu ra của chương trình đào tạo?,"(Document(metadata={}, page_content='9. Ngoài các quy định trên, việc tổ chức kiểm tra, đánh giá và thi kết thúc học phần đối với sinh viên các chương trình đào tạo tài năng, chất lượng cao được thực hiện như sau:'), 0.43458194622834545)"
Chương trình đào tạo liên kết với cơ sở giáo dục nước ngoài có điểm gì khác biệt trong quản lý và cấp bằng so với chương trình đào tạo trong nước?,"(Document(metadata={}, page_content='h) Chương trình đào tạo liên kết với cơ sở giáo dục nước ngoài do đối tác nước ngoài cấp bằng.'), 0.6864207878768838)"
Chương trình đào tạo liên kết với cơ sở giáo dục nước ngoài có điểm gì khác biệt trong quản lý và cấp bằng so với chương trình đào tạo trong nước?,"(Document(metadata={}, page_content='g) Chương trình đào tạo liên kết với cơ sở giáo dục nước ngoài do Đại học Quốc gia Hà Nội và cơ sở giáo dục nước ngoài (đối tác nước ngoài) cùng cấp bằng;'), 0.6163014974777944)"
Chương trình đào tạo liên kết với cơ sở giáo dục nước ngoài có điểm gì khác biệt trong quản lý và cấp bằng so với chương trình đào tạo trong nước?,"(Document(metadata={}, page_content='e) Chương trình đào tạo liên kết với cơ sở giáo dục nước ngoài do Đại học Quốc gia Hà Nội cấp bằng;'), 0.601497922700525)"
Chương trình đào tạo liên kết với cơ sở giáo dục nước ngoài có điểm gì khác biệt trong quản lý và cấp bằng so với chương trình đào tạo trong nước?,"(Document(metadata={}, page_content='e) Chương trình đào tạo liên kết với cơ sở giáo dục nước ngoài do Đại học Quốc gia Hà Nội cấp bằng được thiết kế theo quy định của Đại học Quốc gia Hà Nội và tham khảo chương trình đào tạo của đối tác nước ngoài để điều chỉnh, bổ sung đáp ứng yêu cầu và điều kiện thực tế của Việt Nam;'), 0.5807508414930979)"
Hình thức đào tạo chính quy được tổ chức như thế nào trong toàn khóa học?,"(Document(metadata={}, page_content='1. Đào tạo chính quy được tổ chức đào tạo tập trung liên tục trong toàn khóa học và áp dụng cho các chương trình đào tạo quy định tại điểm a, b, c, d, đ, e, g, khoản 2, Điều 6 của Quy chế này. Các hoạt động giảng dạy được thực hiện tại đơn vị đào tạo, riêng những hoạt động thực hành, thực tập, trải nghiệm thực tế và giảng dạy trực tuyến có thể thực hiện ngoài đơn vị đào tạo.'), 0.48198505465757857)"
Hình thức đào tạo chính quy được tổ chức như thế nào trong toàn khóa học?,"(Document(metadata={}, page_content='Điều 7. Hình thức đào tạo'), 0.4100255485588067)"
Hình thức đào tạo chính quy được tổ chức như thế nào trong toàn khóa học?,"(Document(metadata={}, page_content='1. Hệ thống tổ chức và quản lý đào tạo đại học gồm hai cấp: cấp Đại học Quốc gia Hà Nội và cấp đơn vị đào tạo.'), 0.4002762660018122)"
Hình thức đào tạo chính quy được tổ chức như thế nào trong toàn khóa học?,"(Document(metadata={}, page_content='- Tổ chức và quản lý đào tạo các ngành học, học phần đã được Đại học Quốc gia Hà Nội giao nhiệm vụ; công nhận kết quả học tập của sinh viên giữa các đơn vị đào tạo; kết quả học tập của sinh viên được tích lũy ở các trường đối tác thông qua trao đổi sinh viên; xây dựng học liệu dùng chung.'), 0.39977164178459124)"
Đào tạo vừa làm vừa học khác gì với đào tạo chính quy?,"(Document(metadata={}, page_content='1. Đào tạo văn bằng thứ hai theo hình thức vừa làm vừa học dành cho người đã có bằng đại học.'), 0.4705483387267535)"
Đào tạo vừa làm vừa học khác gì với đào tạo chính quy?,"(Document(metadata={}, page_content='2. Đào tạo vừa làm vừa học được tổ chức hoạt động giảng dạy linh hoạt trong ngày, trong tuần, trong toàn khóa học và áp dụng cho chương trình đào tạo quy định tại điểm a, khoản 2, Điều 6 của Quy chế này. Các hoạt động giảng dạy được thực hiện tại đơn vị đào tạo hoặc tại đơn vị phối hợp đào tạo theo quy định liên kết đào tạo trong nước tại Điều 10 của Quy chế này, riêng những hoạt động thực hành, thực tập, trải nghiệm thực tế và giảng dạy trực tuyến có thể thực hiện ngoài đơn vị đào tạo, đơn vị phối hợp đào tạo.'), 0.3954948324787968)"
Đào tạo vừa làm vừa học khác gì với đào tạo chính quy?,"(Document(metadata={}, page_content='1. Kết quả học tập của người học đã tích lũy từ một trình độ đào tạo khác, một hệ thống tính tín chỉ khác, một ngành đào tạo hoặc một chương trình đào tạo khác, một khóa học khác hoặc từ một cơ sở đào tạo khác ở trong và ngoài nước được đơn vị đào tạo xem xét công nhận, chuyển đổi sang tín chỉ của những học phần trong chương trình đào tạo theo học.'), 0.39055598047659323)"
Đào tạo vừa làm vừa học khác gì với đào tạo chính quy?,"(Document(metadata={}, page_content='2. Đơn vị đào tạo'), 0.3676603793726262)"
"Khi nào các hoạt động thực hành, thực tập trong chương trình đào tạo chính quy có thể được thực hiện ngoài đơn vị đào tạo?","(Document(metadata={}, page_content='1. Đào tạo chính quy được tổ chức đào tạo tập trung liên tục trong toàn khóa học và áp dụng cho các chương trình đào tạo quy định tại điểm a, b, c, d, đ, e, g, khoản 2, Điều 6 của Quy chế này. Các hoạt động giảng dạy được thực hiện tại đơn vị đào tạo, riêng những hoạt động thực hành, thực tập, trải nghiệm thực tế và giảng dạy trực tuyến có thể thực hiện ngoài đơn vị đào tạo.'), 0.5988443992651277)"
"Khi nào các hoạt động thực hành, thực tập trong chương trình đào tạo chính quy có thể được thực hiện ngoài đơn vị đào tạo?","(Document(metadata={}, page_content='2. Đào tạo vừa làm vừa học được tổ chức hoạt động giảng dạy linh hoạt trong ngày, trong tuần, trong toàn khóa học và áp dụng cho chương trình đào tạo quy định tại điểm a, khoản 2, Điều 6 của Quy chế này. Các hoạt động giảng dạy được thực hiện tại đơn vị đào tạo hoặc tại đơn vị phối hợp đào tạo theo quy định liên kết đào tạo trong nước tại Điều 10 của Quy chế này, riêng những hoạt động thực hành, thực tập, trải nghiệm thực tế và giảng dạy trực tuyến có thể thực hiện ngoài đơn vị đào tạo, đơn vị phối hợp đào tạo.'), 0.5718118742455738)"
"Khi nào các hoạt động thực hành, thực tập trong chương trình đào tạo chính quy có thể được thực hiện ngoài đơn vị đào tạo?","(Document(metadata={}, page_content='- Hoàn thành chương trình đào tạo đúng thời hạn chuẩn (không tính thời gian kéo dài);'), 0.45182325257663647)"
"Khi nào các hoạt động thực hành, thực tập trong chương trình đào tạo chính quy có thể được thực hiện ngoài đơn vị đào tạo?","(Document(metadata={}, page_content='1. Nội dung đào tạo, phương pháp dạy - học, kiểm tra đánh giá và phương thức quản lý phải phù hợp và đáp ứng chuẩn đầu ra của chương trình đào tạo.'), 0.44326845385328917)"
Có những hình thức đào tạo nào trong chương trình đại học tại trường?,"(Document(metadata={}, page_content='1. Quy chế này quy định về đào tạo đại học theo hình thức chính quy và hình thức vừa làm vừa học tại Đại học Quốc gia Hà Nội, bao gồm: chương trình đào tạo và thời gian học tập; tổ chức và quản lý đào tạo; nghiên cứu khoa học của sinh viên; quyền lợi và nghĩa vụ của giảng viên, cố vấn học tập, sinh viên; kiểm tra, thi và đánh giá kết quả học tập; công nhận tốt nghiệp.'), 0.46954810971789296)"
Có những hình thức đào tạo nào trong chương trình đại học tại trường?,"(Document(metadata={}, page_content='2. Các loại chương trình đào tạo'), 0.46278851386001874)"
Có những hình thức đào tạo nào trong chương trình đại học tại trường?,"(Document(metadata={}, page_content='6. Đơn vị tổ chức chương trình đào tạo thứ nhất và thứ hai cập nhật kết quả học tập của sinh viên sau mỗi học kỳ lên Cổng thông tin đào tạo đại học của Đại học Quốc gia Hà Nội. Trong quá trình sinh viên học cùng lúc hai chương trình, nếu điểm trung bình chung tích luỹ của chương trình đào tạo thứ nhất đạt dưới điểm trung bình hoặc thuộc diện cảnh báo kết quả học tập thì phải dừng học chương trình đào tạo thứ hai ở học kỳ tiếp theo; sinh viên sẽ bị loại khỏi danh sách học chương trình đào tạo thứ hai.'), 0.4284147243262918)"
Có những hình thức đào tạo nào trong chương trình đại học tại trường?,"(Document(metadata={}, page_content='Điều 7. Hình thức đào tạo'), 0.40946061220136665)"
Tại sao đào tạo chính quy cần phải tổ chức tập trung liên tục trong toàn khóa học?,"(Document(metadata={}, page_content='1. Đào tạo chính quy được tổ chức đào tạo tập trung liên tục trong toàn khóa học và áp dụng cho các chương trình đào tạo quy định tại điểm a, b, c, d, đ, e, g, khoản 2, Điều 6 của Quy chế này. Các hoạt động giảng dạy được thực hiện tại đơn vị đào tạo, riêng những hoạt động thực hành, thực tập, trải nghiệm thực tế và giảng dạy trực tuyến có thể thực hiện ngoài đơn vị đào tạo.'), 0.5188300825068932)"
Tại sao đào tạo chính quy cần phải tổ chức tập trung liên tục trong toàn khóa học?,"(Document(metadata={}, page_content='g) Tổ chức hội thảo chuyên môn ở các năm cuối; tăng cường phương pháp học tập gắn với nghiên cứu nhằm phát triển khả năng tư duy độc lập, sáng tạo. Tăng cường các giờ học thực hành, thực tập, thực tiễn; kết hợp học tập với nghiên cứu khoa học để nâng cao hiệu quả tiếp thu học phần. Chậm nhất từ học kỳ thứ tư, mỗi sinh viên được một giảng viên hướng dẫn nghiên cứu khoa học;'), 0.34939233364776134)"
Tại sao đào tạo chính quy cần phải tổ chức tập trung liên tục trong toàn khóa học?,"(Document(metadata={}, page_content='1. Nội dung đào tạo, phương pháp dạy - học, kiểm tra đánh giá và phương thức quản lý phải phù hợp và đáp ứng chuẩn đầu ra của chương trình đào tạo.'), 0.3445851062534573)"
Tại sao đào tạo chính quy cần phải tổ chức tập trung liên tục trong toàn khóa học?,"(Document(metadata={}, page_content='- Tổ chức và quản lý đào tạo các ngành học, học phần đã được Đại học Quốc gia Hà Nội giao nhiệm vụ; công nhận kết quả học tập của sinh viên giữa các đơn vị đào tạo; kết quả học tập của sinh viên được tích lũy ở các trường đối tác thông qua trao đổi sinh viên; xây dựng học liệu dùng chung.'), 0.3414358094390262)"
Làm thế nào để tổ chức hoạt động giảng dạy trong đào tạo vừa làm vừa học?,"(Document(metadata={}, page_content='2. Đào tạo vừa làm vừa học được tổ chức hoạt động giảng dạy linh hoạt trong ngày, trong tuần, trong toàn khóa học và áp dụng cho chương trình đào tạo quy định tại điểm a, khoản 2, Điều 6 của Quy chế này. Các hoạt động giảng dạy được thực hiện tại đơn vị đào tạo hoặc tại đơn vị phối hợp đào tạo theo quy định liên kết đào tạo trong nước tại Điều 10 của Quy chế này, riêng những hoạt động thực hành, thực tập, trải nghiệm thực tế và giảng dạy trực tuyến có thể thực hiện ngoài đơn vị đào tạo, đơn vị phối hợp đào tạo.'), 0.5013932569283601)"
Làm thế nào để tổ chức hoạt động giảng dạy trong đào tạo vừa làm vừa học?,"(Document(metadata={}, page_content='- Chỉ đạo và điều hành thống nhất công tác tổ chức và quản lý đào tạo theo cơ chế mở, liên thông, liên kết và hợp tác giữa các đơn vị đào tạo.'), 0.4320240961390678)"
Làm thế nào để tổ chức hoạt động giảng dạy trong đào tạo vừa làm vừa học?,"(Document(metadata={}, page_content='2. Thủ trưởng đơn vị đào tạo quy định phương thức tổ chức hoạt động của giáo viên chủ nhiệm, cố vấn học tập.'), 0.4036952183530159)"
Làm thế nào để tổ chức hoạt động giảng dạy trong đào tạo vừa làm vừa học?,"(Document(metadata={}, page_content='- Tổ chức và quản lý đào tạo các ngành học, học phần đã được Đại học Quốc gia Hà Nội giao nhiệm vụ; công nhận kết quả học tập của sinh viên giữa các đơn vị đào tạo; kết quả học tập của sinh viên được tích lũy ở các trường đối tác thông qua trao đổi sinh viên; xây dựng học liệu dùng chung.'), 0.40346244130869025)"
Đào tạo chính quy và đào tạo vừa làm vừa học áp dụng cho các chương trình đào tạo nào?,"(Document(metadata={}, page_content='1. Đào tạo chính quy được tổ chức đào tạo tập trung liên tục trong toàn khóa học và áp dụng cho các chương trình đào tạo quy định tại điểm a, b, c, d, đ, e, g, khoản 2, Điều 6 của Quy chế này. Các hoạt động giảng dạy được thực hiện tại đơn vị đào tạo, riêng những hoạt động thực hành, thực tập, trải nghiệm thực tế và giảng dạy trực tuyến có thể thực hiện ngoài đơn vị đào tạo.'), 0.5037544919693345)"
Đào tạo chính quy và đào tạo vừa làm vừa học áp dụng cho các chương trình đào tạo nào?,"(Document(metadata={}, page_content='1. Nội dung đào tạo, phương pháp dạy - học, kiểm tra đánh giá và phương thức quản lý phải phù hợp và đáp ứng chuẩn đầu ra của chương trình đào tạo.'), 0.4989904650947541)"
Đào tạo chính quy và đào tạo vừa làm vừa học áp dụng cho các chương trình đào tạo nào?,"(Document(metadata={}, page_content='2. Các loại chương trình đào tạo'), 0.4818721011035694)"
Đào tạo chính quy và đào tạo vừa làm vừa học áp dụng cho các chương trình đào tạo nào?,"(Document(metadata={}, page_content='Năm đào tạo | Chương trình \nđào tạo chuẩn | Chương trình đào tạo chất lượng cao | Chương trình \nđào tạo tài năng'), 0.45362321803599115)"
Ở đâu có thể tổ chức các hoạt động giảng dạy trong đào tạo vừa làm vừa học?,"(Document(metadata={}, page_content='2. Đào tạo vừa làm vừa học được tổ chức hoạt động giảng dạy linh hoạt trong ngày, trong tuần, trong toàn khóa học và áp dụng cho chương trình đào tạo quy định tại điểm a, khoản 2, Điều 6 của Quy chế này. Các hoạt động giảng dạy được thực hiện tại đơn vị đào tạo hoặc tại đơn vị phối hợp đào tạo theo quy định liên kết đào tạo trong nước tại Điều 10 của Quy chế này, riêng những hoạt động thực hành, thực tập, trải nghiệm thực tế và giảng dạy trực tuyến có thể thực hiện ngoài đơn vị đào tạo, đơn vị phối hợp đào tạo.'), 0.5603043516092504)"
Ở đâu có thể tổ chức các hoạt động giảng dạy trong đào tạo vừa làm vừa học?,"(Document(metadata={}, page_content='1. Đào tạo chính quy được tổ chức đào tạo tập trung liên tục trong toàn khóa học và áp dụng cho các chương trình đào tạo quy định tại điểm a, b, c, d, đ, e, g, khoản 2, Điều 6 của Quy chế này. Các hoạt động giảng dạy được thực hiện tại đơn vị đào tạo, riêng những hoạt động thực hành, thực tập, trải nghiệm thực tế và giảng dạy trực tuyến có thể thực hiện ngoài đơn vị đào tạo.'), 0.45136949960556816)"
Ở đâu có thể tổ chức các hoạt động giảng dạy trong đào tạo vừa làm vừa học?,"(Document(metadata={}, page_content='- Tổ chức và quản lý đào tạo các ngành học, học phần đã được Đại học Quốc gia Hà Nội giao nhiệm vụ; công nhận kết quả học tập của sinh viên giữa các đơn vị đào tạo; kết quả học tập của sinh viên được tích lũy ở các trường đối tác thông qua trao đổi sinh viên; xây dựng học liệu dùng chung.'), 0.4172147050967039)"
Ở đâu có thể tổ chức các hoạt động giảng dạy trong đào tạo vừa làm vừa học?,"(Document(metadata={}, page_content='b) Đơn vị đào tạo báo cáo Ủy ban nhân dân cấp tỉnh nơi liên kết đào tạo đối với hình thức vừa làm vừa học (nếu có) về tình hình tuyển sinh và đào tạo tại địa phương.'), 0.3933866471162819)"
Tại sao sinh viên cần phải trả học phí khi theo học tại đại học?,"(Document(metadata={}, page_content='- Sinh viên theo học bất kỳ ngành học nào đều phải trả học phí (trừ sinh viên thuộc đối tượng được miễn giảm theo quy định hiện hành của nhà nước).'), 0.588096236398425)"
Tại sao sinh viên cần phải trả học phí khi theo học tại đại học?,"(Document(metadata={}, page_content='2. Được phép thôi học vì lý do chủ quan của cá nhân, trong trường hợp này, sinh viên phải hoàn trả cho đơn vị đào tạo toàn bộ kinh phí đào tạo từ ngân sách nhà nước trong thời gian theo học.'), 0.4878663523393343)"
Tại sao sinh viên cần phải trả học phí khi theo học tại đại học?,"(Document(metadata={}, page_content='- Sinh viên trả học phí theo kỳ hoặc số tín chỉ đăng ký học trong mỗi học kỳ tại đơn vị đào tạo quản lý ngành học mà sinh viên theo học.'), 0.4801961738193822)"
Tại sao sinh viên cần phải trả học phí khi theo học tại đại học?,"(Document(metadata={}, page_content='- Các đơn vị đào tạo thực hiện chế độ miễn, giảm học phí cho sinh viên theo quy định của nhà nước và của Đại học Quốc gia Hà Nội.'), 0.4048083587690371)"
Học phí của sinh viên được tính toán như thế nào?,"(Document(metadata={}, page_content='- Học phí được tính theo công thức:'), 0.5250501144101309)"
Học phí của sinh viên được tính toán như thế nào?,"(Document(metadata={}, page_content='hj: Hệ số học phí của học phần thứ i mà sinh viên học lần đầu (h1), học lại (h2), học cải thiện điểm (h3), học tự chọn tự do (h4)'), 0.469985846886527)"
Học phí của sinh viên được tính toán như thế nào?,"(Document(metadata={}, page_content='- Sinh viên theo học bất kỳ ngành học nào đều phải trả học phí (trừ sinh viên thuộc đối tượng được miễn giảm theo quy định hiện hành của nhà nước).'), 0.45830139178015483)"
Học phí của sinh viên được tính toán như thế nào?,"(Document(metadata={}, page_content='- Sinh viên trả học phí theo kỳ hoặc số tín chỉ đăng ký học trong mỗi học kỳ tại đơn vị đào tạo quản lý ngành học mà sinh viên theo học.'), 0.4382504500695822)"
Sinh viên có thể được miễn giảm học phí trong những trường hợp nào?,"(Document(metadata={}, page_content='- Sinh viên theo học bất kỳ ngành học nào đều phải trả học phí (trừ sinh viên thuộc đối tượng được miễn giảm theo quy định hiện hành của nhà nước).'), 0.6207878609143851)"
Sinh viên có thể được miễn giảm học phí trong những trường hợp nào?,"(Document(metadata={}, page_content='- Các đơn vị đào tạo thực hiện chế độ miễn, giảm học phí cho sinh viên theo quy định của nhà nước và của Đại học Quốc gia Hà Nội.'), 0.531447373811357)"
Sinh viên có thể được miễn giảm học phí trong những trường hợp nào?,"(Document(metadata={}, page_content='Sau mỗi học kỳ, sinh viên bị buộc thôi học nếu thuộc một trong các trường hợp sau:'), 0.40933636329195655)"
Sinh viên có thể được miễn giảm học phí trong những trường hợp nào?,"(Document(metadata={}, page_content='- Thủ trưởng đơn vị đào tạo quy định cụ thể và công bố cho sinh viên biết cách thức thu, nộp và xét miễn giảm học phí.'), 0.4046439017661476)"
Khi nào sinh viên cần nộp học phí?,"(Document(metadata={}, page_content='M: Số học phí phải nộp'), 0.48021227391551335)"
Khi nào sinh viên cần nộp học phí?,"(Document(metadata={}, page_content='- Sinh viên theo học bất kỳ ngành học nào đều phải trả học phí (trừ sinh viên thuộc đối tượng được miễn giảm theo quy định hiện hành của nhà nước).'), 0.45491219510399983)"
Khi nào sinh viên cần nộp học phí?,"(Document(metadata={}, page_content='- Sinh viên trả học phí theo kỳ hoặc số tín chỉ đăng ký học trong mỗi học kỳ tại đơn vị đào tạo quản lý ngành học mà sinh viên theo học.'), 0.41819023605233707)"
Khi nào sinh viên cần nộp học phí?,"(Document(metadata={}, page_content='2. Được phép thôi học vì lý do chủ quan của cá nhân, trong trường hợp này, sinh viên phải hoàn trả cho đơn vị đào tạo toàn bộ kinh phí đào tạo từ ngân sách nhà nước trong thời gian theo học.'), 0.35982211922081264)"
Làm thế nào để đảm bảo rằng việc sử dụng kinh phí đào tạo là hiệu quả?,"(Document(metadata={}, page_content='2. Sử dụng kinh phí đào tạo'), 0.6168486057183143)"
Làm thế nào để đảm bảo rằng việc sử dụng kinh phí đào tạo là hiệu quả?,"(Document(metadata={}, page_content='1. Nguồn kinh phí đào tạo'), 0.5044653407163193)"
Làm thế nào để đảm bảo rằng việc sử dụng kinh phí đào tạo là hiệu quả?,"(Document(metadata={}, page_content='Điều 8. Kinh phí đào tạo'), 0.4561800987477531)"
Làm thế nào để đảm bảo rằng việc sử dụng kinh phí đào tạo là hiệu quả?,"(Document(metadata={}, page_content='Các nguồn kinh phí hợp pháp dành cho công tác đào tạo do thủ trưởng đơn vị đào tạo quy định.'), 0.3839958235058726)"
Tại sao cần phải có quy định về hệ số học phí của từng học phần?,"(Document(metadata={}, page_content='hj: Hệ số học phí của học phần thứ i mà sinh viên học lần đầu (h1), học lại (h2), học cải thiện điểm (h3), học tự chọn tự do (h4)'), 0.4120475014692683)"
Tại sao cần phải có quy định về hệ số học phí của từng học phần?,"(Document(metadata={}, page_content='- Thủ trưởng đơn vị đào tạo xây dựng định mức học phí cho một tín chỉ và hệ số học phí của từng học phần cho các ngành học, phù hợp với các quy định chung của nhà nước và của Đại học Quốc gia Hà Nội, báo cáo Giám đốc Đại học Quốc gia Hà Nội.'), 0.37411963678801174)"
Tại sao cần phải có quy định về hệ số học phí của từng học phần?,"(Document(metadata={}, page_content='M: Số học phí phải nộp'), 0.34065571341993806)"
Tại sao cần phải có quy định về hệ số học phí của từng học phần?,"(Document(metadata={}, page_content='- Học phí được tính theo công thức:'), 0.3299687056304247)"
